INVST_PLAN_ARR_SEQ_NUM,SEQ_DISP_NUM,CTRY_INVST_ACCT_CDE,GRP_MEMBR_INVST_ACCT_CDE,ACCT_INVST_NUM,ENGMT_STYLE_CDE,INVST_PLAN_NUM,INVST_PLAN_STAT_CDE,PDCY_INVST_CDE,PLAN_INSTR_NEXT_TM,PLAN_INSTR_NEXT_DT,CCY_INVST_REG_CDE,INVST_REG_AMT,CCY_INVST_ACCUM_CDE,INVST_ACCUM_AMT,CNTRB_SUCS_TTL_CNT,CNTRB_LAST_DT_TM,MDUN_SYS_CDE,LAST_INGESTION_TIMESTAMP,PRM_LNE_OF_BUS_CDE_FILTER,CTRY_CDE_FILTER,ENTITY_CDE_FILTER
17894565353,478946377,7879099,78944596212,105862,158454,457819000587, qydt1312,6355078, Current_timestamp  ,  2022-03-14 ,480000,55800,8854,7894000,5799287,  Current_timestamp  ,  system5166, current_timestamp  ,  147hc634, SAP10527T ,  57SAN588
17894565354,478946378,7879100,78944596213,105863,158455,457819000588, qydt1313,6355078, Current_timestamp  ,  2022-03-14 ,480000,55800,8854,7894000,5799288,  Current_timestamp  ,  system5167, current_timestamp  ,  147hc635, SAP10527T ,  57SAN589
17894565355,478946379,7879101,78944596214,105864,158456,457819000589, qydt1314,6355078, Current_timestamp  ,  2022-03-14 ,480000,55800,8854,7894000,5799289,  Current_timestamp  ,  system5168, current_timestamp  ,  147hc636, SAP10527T ,  57SAN590
17894565356,478946380,7879102,78944596215,105865,158457,457819000590, qydt1315,6355078, Current_timestamp  ,  2022-03-14 ,480000,55800,8854,7894000,5799290,  Current_timestamp  ,  system5169, current_timestamp  ,  147hc637, SAP10527T ,  57SAN591
17894565357,478946381,7879103,78944596216,105866,158458,457819000591, qydt1316,6355078, Current_timestamp  ,  2022-03-14 ,480000,55800,8854,7894000,5799291,  Current_timestamp  ,  system5170, current_timestamp  ,  147hc638, SAP10527T ,  57SAN592
17894565358,478946382,7879104,78944596217,105867,158459,457819000592, qydt1317,6355078, Current_timestamp  ,  2022-03-14 ,480000,55800,8854,7894000,5799292,  Current_timestamp  ,  system5171, current_timestamp  ,  147hc639, SAP10527T ,  57SAN593
17894565359,478946383,7879105,78944596218,105868,158460,457819000593, qydt1318,6355078, Current_timestamp  ,  2022-03-14 ,480000,55800,8854,7894000,5799293,  Current_timestamp  ,  system5172, current_timestamp  ,  147hc640, SAP10527T ,  57SAN594
17894565360,478946384,7879106,78944596219,105869,158461,457819000594, qydt1319,6355078, Current_timestamp  ,  2022-03-14 ,480000,55800,8854,7894000,5799294,  Current_timestamp  ,  system5173, current_timestamp  ,  147hc641, SAP10527T ,  57SAN595
17894565361,478946385,7879107,78944596220,105870,158462,457819000595, qydt1320,6355078, Current_timestamp  ,  2022-03-14 ,480000,55800,8854,7894000,5799295,  Current_timestamp  ,  system5174, current_timestamp  ,  147hc642, SAP10527T ,  57SAN596
17894565362,478946386,7879108,78944596221,105871,158463,457819000596, qydt1321,6355078, Current_timestamp  ,  2022-03-14 ,480000,55800,8854,7894000,5799296,  Current_timestamp  ,  system5175, current_timestamp  ,  147hc643, SAP10527T ,  57SAN597
17894565363,478946387,7879109,78944596222,105872,158464,457819000597, qydt1322,6355078, Current_timestamp  ,  2022-03-14 ,480000,55800,8854,7894000,5799297,  Current_timestamp  ,  system5176, current_timestamp  ,  147hc644, SAP10527T ,  57SAN598
17894565364,478946388,7879110,78944596223,105873,158465,457819000598, qydt1323,6355078, Current_timestamp  ,  2022-03-14 ,480000,55800,8854,7894000,5799298,  Current_timestamp  ,  system5177, current_timestamp  ,  147hc645, SAP10527T ,  57SAN599
17894565365,478946389,7879111,78944596224,105874,158466,457819000599, qydt1324,6355078, Current_timestamp  ,  2022-03-14 ,480000,55800,8854,7894000,5799299,  Current_timestamp  ,  system5178, current_timestamp  ,  147hc646, SAP10527T ,  57SAN600
17894565366,478946390,7879112,78944596225,105875,158467,457819000600, qydt1325,6355078, Current_timestamp  ,  2022-03-14 ,480000,55800,8854,7894000,5799300,  Current_timestamp  ,  system5179, current_timestamp  ,  147hc647, SAP10527T ,  57SAN601
17894565367,478946391,7879113,78944596226,105876,158468,457819000601, qydt1326,6355078, Current_timestamp  ,  2022-03-14 ,480000,55800,8854,7894000,5799301,  Current_timestamp  ,  system5180, current_timestamp  ,  147hc648, SAP10527T ,  57SAN602
17894565368,478946392,7879114,78944596227,105877,158469,457819000602, qydt1327,6355078, Current_timestamp  ,  2022-03-14 ,480000,55800,8854,7894000,5799302,  Current_timestamp  ,  system5181, current_timestamp  ,  147hc649, SAP10527T ,  57SAN603
17894565369,478946393,7879115,78944596228,105878,158470,457819000603, qydt1328,6355078, Current_timestamp  ,  2022-03-14 ,480000,55800,8854,7894000,5799303,  Current_timestamp  ,  system5182, current_timestamp  ,  147hc650, SAP10527T ,  57SAN604
17894565370,478946394,7879116,78944596229,105879,158471,457819000604, qydt1329,6355078, Current_timestamp  ,  2022-03-14 ,480000,55800,8854,7894000,5799304,  Current_timestamp  ,  system5183, current_timestamp  ,  147hc651, SAP10527T ,  57SAN605
17894565371,478946395,7879117,78944596230,105880,158472,457819000605, qydt1330,6355078, Current_timestamp  ,  2022-03-14 ,480000,55800,8854,7894000,5799305,  Current_timestamp  ,  system5184, current_timestamp  ,  147hc652, SAP10527T ,  57SAN606
17894565372,478946396,7879118,78944596231,105881,158473,457819000606, qydt1331,6355078, Current_timestamp  ,  2022-03-14 ,480000,55800,8854,7894000,5799306,  Current_timestamp  ,  system5185, current_timestamp  ,  147hc653, SAP10527T ,  57SAN607
17894565373,478946397,7879119,78944596232,105882,158474,457819000607, qydt1332,6355078, Current_timestamp  ,  2022-03-14 ,480000,55800,8854,7894000,5799307,  Current_timestamp  ,  system5186, current_timestamp  ,  147hc654, SAP10527T ,  57SAN608
17894565374,478946398,7879120,78944596233,105883,158475,457819000608, qydt1333,6355078, Current_timestamp  ,  2022-03-14 ,480000,55800,8854,7894000,5799308,  Current_timestamp  ,  system5187, current_timestamp  ,  147hc655, SAP10527T ,  57SAN609
17894565375,478946399,7879121,78944596234,105884,158476,457819000609, qydt1334,6355078, Current_timestamp  ,  2022-03-14 ,480000,55800,8854,7894000,5799309,  Current_timestamp  ,  system5188, current_timestamp  ,  147hc656, SAP10527T ,  57SAN610
17894565376,478946400,7879122,78944596235,105885,158477,457819000610, qydt1335,6355078, Current_timestamp  ,  2022-03-14 ,480000,55800,8854,7894000,5799310,  Current_timestamp  ,  system5189, current_timestamp  ,  147hc657, SAP10527T ,  57SAN611
17894565377,478946401,7879123,78944596236,105886,158478,457819000611, qydt1336,6355078, Current_timestamp  ,  2022-03-14 ,480000,55800,8854,7894000,5799311,  Current_timestamp  ,  system5190, current_timestamp  ,  147hc658, SAP10527T ,  57SAN612
17894565378,478946402,7879124,78944596237,105887,158479,457819000612, qydt1337,6355078, Current_timestamp  ,  2022-03-14 ,480000,55800,8854,7894000,5799312,  Current_timestamp  ,  system5191, current_timestamp  ,  147hc659, SAP10527T ,  57SAN613
17894565379,478946403,7879125,78944596238,105888,158480,457819000613, qydt1338,6355078, Current_timestamp  ,  2022-03-14 ,480000,55800,8854,7894000,5799313,  Current_timestamp  ,  system5192, current_timestamp  ,  147hc660, SAP10527T ,  57SAN614
17894565380,478946404,7879126,78944596239,105889,158481,457819000614, qydt1339,6355078, Current_timestamp  ,  2022-03-14 ,480000,55800,8854,7894000,5799314,  Current_timestamp  ,  system5193, current_timestamp  ,  147hc661, SAP10527T ,  57SAN615
17894565381,478946405,7879127,78944596240,105890,158482,457819000615, qydt1340,6355078, Current_timestamp  ,  2022-03-14 ,480000,55800,8854,7894000,5799315,  Current_timestamp  ,  system5194, current_timestamp  ,  147hc662, SAP10527T ,  57SAN616
17894565382,478946406,7879128,78944596241,105891,158483,457819000616, qydt1341,6355078, Current_timestamp  ,  2022-03-14 ,480000,55800,8854,7894000,5799316,  Current_timestamp  ,  system5195, current_timestamp  ,  147hc663, SAP10527T ,  57SAN617
17894565383,478946407,7879129,78944596242,105892,158484,457819000617, qydt1342,6355078, Current_timestamp  ,  2022-03-14 ,480000,55800,8854,7894000,5799317,  Current_timestamp  ,  system5196, current_timestamp  ,  147hc664, SAP10527T ,  57SAN618
17894565384,478946408,7879130,78944596243,105893,158485,457819000618, qydt1343,6355078, Current_timestamp  ,  2022-03-14 ,480000,55800,8854,7894000,5799318,  Current_timestamp  ,  system5197, current_timestamp  ,  147hc665, SAP10527T ,  57SAN619
17894565385,478946409,7879131,78944596244,105894,158486,457819000619, qydt1344,6355078, Current_timestamp  ,  2022-03-14 ,480000,55800,8854,7894000,5799319,  Current_timestamp  ,  system5198, current_timestamp  ,  147hc666, SAP10527T ,  57SAN620
17894565386,478946410,7879132,78944596245,105895,158487,457819000620, qydt1345,6355078, Current_timestamp  ,  2022-03-14 ,480000,55800,8854,7894000,5799320,  Current_timestamp  ,  system5199, current_timestamp  ,  147hc667, SAP10527T ,  57SAN621
17894565387,478946411,7879133,78944596246,105896,158488,457819000621, qydt1346,6355078, Current_timestamp  ,  2022-03-14 ,480000,55800,8854,7894000,5799321,  Current_timestamp  ,  system5200, current_timestamp  ,  147hc668, SAP10527T ,  57SAN622
17894565388,478946412,7879134,78944596247,105897,158489,457819000622, qydt1347,6355078, Current_timestamp  ,  2022-03-14 ,480000,55800,8854,7894000,5799322,  Current_timestamp  ,  system5201, current_timestamp  ,  147hc669, SAP10527T ,  57SAN623
17894565389,478946413,7879135,78944596248,105898,158490,457819000623, qydt1348,6355078, Current_timestamp  ,  2022-03-14 ,480000,55800,8854,7894000,5799323,  Current_timestamp  ,  system5202, current_timestamp  ,  147hc670, SAP10527T ,  57SAN624
17894565390,478946414,7879136,78944596249,105899,158491,457819000624, qydt1349,6355078, Current_timestamp  ,  2022-03-14 ,480000,55800,8854,7894000,5799324,  Current_timestamp  ,  system5203, current_timestamp  ,  147hc671, SAP10527T ,  57SAN625
17894565391,478946415,7879137,78944596250,105900,158492,457819000625, qydt1350,6355078, Current_timestamp  ,  2022-03-14 ,480000,55800,8854,7894000,5799325,  Current_timestamp  ,  system5204, current_timestamp  ,  147hc672, SAP10527T ,  57SAN626
17894565392,478946416,7879138,78944596251,105901,158493,457819000626, qydt1351,6355078, Current_timestamp  ,  2022-03-14 ,480000,55800,8854,7894000,5799326,  Current_timestamp  ,  system5205, current_timestamp  ,  147hc673, SAP10527T ,  57SAN627
17894565393,478946417,7879139,78944596252,105902,158494,457819000627, qydt1352,6355078, Current_timestamp  ,  2022-03-14 ,480000,55800,8854,7894000,5799327,  Current_timestamp  ,  system5206, current_timestamp  ,  147hc674, SAP10527T ,  57SAN628
17894565394,478946418,7879140,78944596253,105903,158495,457819000628, qydt1353,6355078, Current_timestamp  ,  2022-03-14 ,480000,55800,8854,7894000,5799328,  Current_timestamp  ,  system5207, current_timestamp  ,  147hc675, SAP10527T ,  57SAN629
17894565395,478946419,7879141,78944596254,105904,158496,457819000629, qydt1354,6355078, Current_timestamp  ,  2022-03-14 ,480000,55800,8854,7894000,5799329,  Current_timestamp  ,  system5208, current_timestamp  ,  147hc676, SAP10527T ,  57SAN630
17894565396,478946420,7879142,78944596255,105905,158497,457819000630, qydt1355,6355078, Current_timestamp  ,  2022-03-14 ,480000,55800,8854,7894000,5799330,  Current_timestamp  ,  system5209, current_timestamp  ,  147hc677, SAP10527T ,  57SAN631
17894565397,478946421,7879143,78944596256,105906,158498,457819000631, qydt1356,6355078, Current_timestamp  ,  2022-03-14 ,480000,55800,8854,7894000,5799331,  Current_timestamp  ,  system5210, current_timestamp  ,  147hc678, SAP10527T ,  57SAN632
17894565398,478946422,7879144,78944596257,105907,158499,457819000632, qydt1357,6355078, Current_timestamp  ,  2022-03-14 ,480000,55800,8854,7894000,5799332,  Current_timestamp  ,  system5211, current_timestamp  ,  147hc679, SAP10527T ,  57SAN633
17894565399,478946423,7879145,78944596258,105908,158500,457819000633, qydt1358,6355078, Current_timestamp  ,  2022-03-14 ,480000,55800,8854,7894000,5799333,  Current_timestamp  ,  system5212, current_timestamp  ,  147hc680, SAP10527T ,  57SAN634
17894565400,478946424,7879146,78944596259,105909,158501,457819000634, qydt1359,6355078, Current_timestamp  ,  2022-03-14 ,480000,55800,8854,7894000,5799334,  Current_timestamp  ,  system5213, current_timestamp  ,  147hc681, SAP10527T ,  57SAN635
17894565401,478946425,7879147,78944596260,105910,158502,457819000635, qydt1360,6355078, Current_timestamp  ,  2022-03-14 ,480000,55800,8854,7894000,5799335,  Current_timestamp  ,  system5214, current_timestamp  ,  147hc682, SAP10527T ,  57SAN636
17894565402,478946426,7879148,78944596261,105911,158503,457819000636, qydt1361,6355078, Current_timestamp  ,  2022-03-14 ,480000,55800,8854,7894000,5799336,  Current_timestamp  ,  system5215, current_timestamp  ,  147hc683, SAP10527T ,  57SAN637
17894565403,478946427,7879149,78944596262,105912,158504,457819000637, qydt1362,6355078, Current_timestamp  ,  2022-03-14 ,480000,55800,8854,7894000,5799337,  Current_timestamp  ,  system5216, current_timestamp  ,  147hc684, SAP10527T ,  57SAN638
17894565404,478946428,7879150,78944596263,105913,158505,457819000638, qydt1363,6355078, Current_timestamp  ,  2022-03-14 ,480000,55800,8854,7894000,5799338,  Current_timestamp  ,  system5217, current_timestamp  ,  147hc685, SAP10527T ,  57SAN639
17894565405,478946429,7879151,78944596264,105914,158506,457819000639, qydt1364,6355078, Current_timestamp  ,  2022-03-14 ,480000,55800,8854,7894000,5799339,  Current_timestamp  ,  system5218, current_timestamp  ,  147hc686, SAP10527T ,  57SAN640
17894565406,478946430,7879152,78944596265,105915,158507,457819000640, qydt1365,6355078, Current_timestamp  ,  2022-03-14 ,480000,55800,8854,7894000,5799340,  Current_timestamp  ,  system5219, current_timestamp  ,  147hc687, SAP10527T ,  57SAN641
17894565407,478946431,7879153,78944596266,105916,158508,457819000641, qydt1366,6355078, Current_timestamp  ,  2022-03-14 ,480000,55800,8854,7894000,5799341,  Current_timestamp  ,  system5220, current_timestamp  ,  147hc688, SAP10527T ,  57SAN642
17894565408,478946432,7879154,78944596267,105917,158509,457819000642, qydt1367,6355078, Current_timestamp  ,  2022-03-14 ,480000,55800,8854,7894000,5799342,  Current_timestamp  ,  system5221, current_timestamp  ,  147hc689, SAP10527T ,  57SAN643
17894565409,478946433,7879155,78944596268,105918,158510,457819000643, qydt1368,6355078, Current_timestamp  ,  2022-03-14 ,480000,55800,8854,7894000,5799343,  Current_timestamp  ,  system5222, current_timestamp  ,  147hc690, SAP10527T ,  57SAN644
17894565410,478946434,7879156,78944596269,105919,158511,457819000644, qydt1369,6355078, Current_timestamp  ,  2022-03-14 ,480000,55800,8854,7894000,5799344,  Current_timestamp  ,  system5223, current_timestamp  ,  147hc691, SAP10527T ,  57SAN645
17894565411,478946435,7879157,78944596270,105920,158512,457819000645, qydt1370,6355078, Current_timestamp  ,  2022-03-14 ,480000,55800,8854,7894000,5799345,  Current_timestamp  ,  system5224, current_timestamp  ,  147hc692, SAP10527T ,  57SAN646
17894565412,478946436,7879158,78944596271,105921,158513,457819000646, qydt1371,6355078, Current_timestamp  ,  2022-03-14 ,480000,55800,8854,7894000,5799346,  Current_timestamp  ,  system5225, current_timestamp  ,  147hc693, SAP10527T ,  57SAN647
17894565413,478946437,7879159,78944596272,105922,158514,457819000647, qydt1372,6355078, Current_timestamp  ,  2022-03-14 ,480000,55800,8854,7894000,5799347,  Current_timestamp  ,  system5226, current_timestamp  ,  147hc694, SAP10527T ,  57SAN648
17894565414,478946438,7879160,78944596273,105923,158515,457819000648, qydt1373,6355078, Current_timestamp  ,  2022-03-14 ,480000,55800,8854,7894000,5799348,  Current_timestamp  ,  system5227, current_timestamp  ,  147hc695, SAP10527T ,  57SAN649
17894565415,478946439,7879161,78944596274,105924,158516,457819000649, qydt1374,6355078, Current_timestamp  ,  2022-03-14 ,480000,55800,8854,7894000,5799349,  Current_timestamp  ,  system5228, current_timestamp  ,  147hc696, SAP10527T ,  57SAN650
17894565416,478946440,7879162,78944596275,105925,158517,457819000650, qydt1375,6355078, Current_timestamp  ,  2022-03-14 ,480000,55800,8854,7894000,5799350,  Current_timestamp  ,  system5229, current_timestamp  ,  147hc697, SAP10527T ,  57SAN651
17894565417,478946441,7879163,78944596276,105926,158518,457819000651, qydt1376,6355078, Current_timestamp  ,  2022-03-14 ,480000,55800,8854,7894000,5799351,  Current_timestamp  ,  system5230, current_timestamp  ,  147hc698, SAP10527T ,  57SAN652
17894565418,478946442,7879164,78944596277,105927,158519,457819000652, qydt1377,6355078, Current_timestamp  ,  2022-03-14 ,480000,55800,8854,7894000,5799352,  Current_timestamp  ,  system5231, current_timestamp  ,  147hc699, SAP10527T ,  57SAN653
17894565419,478946443,7879165,78944596278,105928,158520,457819000653, qydt1378,6355078, Current_timestamp  ,  2022-03-14 ,480000,55800,8854,7894000,5799353,  Current_timestamp  ,  system5232, current_timestamp  ,  147hc700, SAP10527T ,  57SAN654
17894565420,478946444,7879166,78944596279,105929,158521,457819000654, qydt1379,6355078, Current_timestamp  ,  2022-03-14 ,480000,55800,8854,7894000,5799354,  Current_timestamp  ,  system5233, current_timestamp  ,  147hc701, SAP10527T ,  57SAN655
17894565421,478946445,7879167,78944596280,105930,158522,457819000655, qydt1380,6355078, Current_timestamp  ,  2022-03-14 ,480000,55800,8854,7894000,5799355,  Current_timestamp  ,  system5234, current_timestamp  ,  147hc702, SAP10527T ,  57SAN656
17894565422,478946446,7879168,78944596281,105931,158523,457819000656, qydt1381,6355078, Current_timestamp  ,  2022-03-14 ,480000,55800,8854,7894000,5799356,  Current_timestamp  ,  system5235, current_timestamp  ,  147hc703, SAP10527T ,  57SAN657
17894565423,478946447,7879169,78944596282,105932,158524,457819000657, qydt1382,6355078, Current_timestamp  ,  2022-03-14 ,480000,55800,8854,7894000,5799357,  Current_timestamp  ,  system5236, current_timestamp  ,  147hc704, SAP10527T ,  57SAN658
17894565424,478946448,7879170,78944596283,105933,158525,457819000658, qydt1383,6355078, Current_timestamp  ,  2022-03-14 ,480000,55800,8854,7894000,5799358,  Current_timestamp  ,  system5237, current_timestamp  ,  147hc705, SAP10527T ,  57SAN659
17894565425,478946449,7879171,78944596284,105934,158526,457819000659, qydt1384,6355078, Current_timestamp  ,  2022-03-14 ,480000,55800,8854,7894000,5799359,  Current_timestamp  ,  system5238, current_timestamp  ,  147hc706, SAP10527T ,  57SAN660
17894565426,478946450,7879172,78944596285,105935,158527,457819000660, qydt1385,6355078, Current_timestamp  ,  2022-03-14 ,480000,55800,8854,7894000,5799360,  Current_timestamp  ,  system5239, current_timestamp  ,  147hc707, SAP10527T ,  57SAN661
17894565427,478946451,7879173,78944596286,105936,158528,457819000661, qydt1386,6355078, Current_timestamp  ,  2022-03-14 ,480000,55800,8854,7894000,5799361,  Current_timestamp  ,  system5240, current_timestamp  ,  147hc708, SAP10527T ,  57SAN662
17894565428,478946452,7879174,78944596287,105937,158529,457819000662, qydt1387,6355078, Current_timestamp  ,  2022-03-14 ,480000,55800,8854,7894000,5799362,  Current_timestamp  ,  system5241, current_timestamp  ,  147hc709, SAP10527T ,  57SAN663
17894565429,478946453,7879175,78944596288,105938,158530,457819000663, qydt1388,6355078, Current_timestamp  ,  2022-03-14 ,480000,55800,8854,7894000,5799363,  Current_timestamp  ,  system5242, current_timestamp  ,  147hc710, SAP10527T ,  57SAN664
17894565430,478946454,7879176,78944596289,105939,158531,457819000664, qydt1389,6355078, Current_timestamp  ,  2022-03-14 ,480000,55800,8854,7894000,5799364,  Current_timestamp  ,  system5243, current_timestamp  ,  147hc711, SAP10527T ,  57SAN665
17894565431,478946455,7879177,78944596290,105940,158532,457819000665, qydt1390,6355078, Current_timestamp  ,  2022-03-14 ,480000,55800,8854,7894000,5799365,  Current_timestamp  ,  system5244, current_timestamp  ,  147hc712, SAP10527T ,  57SAN666
17894565432,478946456,7879178,78944596291,105941,158533,457819000666, qydt1391,6355078, Current_timestamp  ,  2022-03-14 ,480000,55800,8854,7894000,5799366,  Current_timestamp  ,  system5245, current_timestamp  ,  147hc713, SAP10527T ,  57SAN667
17894565433,478946457,7879179,78944596292,105942,158534,457819000667, qydt1392,6355078, Current_timestamp  ,  2022-03-14 ,480000,55800,8854,7894000,5799367,  Current_timestamp  ,  system5246, current_timestamp  ,  147hc714, SAP10527T ,  57SAN668
17894565434,478946458,7879180,78944596293,105943,158535,457819000668, qydt1393,6355078, Current_timestamp  ,  2022-03-14 ,480000,55800,8854,7894000,5799368,  Current_timestamp  ,  system5247, current_timestamp  ,  147hc715, SAP10527T ,  57SAN669
17894565435,478946459,7879181,78944596294,105944,158536,457819000669, qydt1394,6355078, Current_timestamp  ,  2022-03-14 ,480000,55800,8854,7894000,5799369,  Current_timestamp  ,  system5248, current_timestamp  ,  147hc716, SAP10527T ,  57SAN670
17894565436,478946460,7879182,78944596295,105945,158537,457819000670, qydt1395,6355078, Current_timestamp  ,  2022-03-14 ,480000,55800,8854,7894000,5799370,  Current_timestamp  ,  system5249, current_timestamp  ,  147hc717, SAP10527T ,  57SAN671
17894565437,478946461,7879183,78944596296,105946,158538,457819000671, qydt1396,6355078, Current_timestamp  ,  2022-03-14 ,480000,55800,8854,7894000,5799371,  Current_timestamp  ,  system5250, current_timestamp  ,  147hc718, SAP10527T ,  57SAN672
17894565438,478946462,7879184,78944596297,105947,158539,457819000672, qydt1397,6355078, Current_timestamp  ,  2022-03-14 ,480000,55800,8854,7894000,5799372,  Current_timestamp  ,  system5251, current_timestamp  ,  147hc719, SAP10527T ,  57SAN673
17894565439,478946463,7879185,78944596298,105948,158540,457819000673, qydt1398,6355078, Current_timestamp  ,  2022-03-14 ,480000,55800,8854,7894000,5799373,  Current_timestamp  ,  system5252, current_timestamp  ,  147hc720, SAP10527T ,  57SAN674
17894565440,478946464,7879186,78944596299,105949,158541,457819000674, qydt1399,6355078, Current_timestamp  ,  2022-03-14 ,480000,55800,8854,7894000,5799374,  Current_timestamp  ,  system5253, current_timestamp  ,  147hc721, SAP10527T ,  57SAN675
17894565441,478946465,7879187,78944596300,105950,158542,457819000675, qydt1400,6355078, Current_timestamp  ,  2022-03-14 ,480000,55800,8854,7894000,5799375,  Current_timestamp  ,  system5254, current_timestamp  ,  147hc722, SAP10527T ,  57SAN676
17894565442,478946466,7879188,78944596301,105951,158543,457819000676, qydt1401,6355078, Current_timestamp  ,  2022-03-14 ,480000,55800,8854,7894000,5799376,  Current_timestamp  ,  system5255, current_timestamp  ,  147hc723, SAP10527T ,  57SAN677
17894565443,478946467,7879189,78944596302,105952,158544,457819000677, qydt1402,6355078, Current_timestamp  ,  2022-03-14 ,480000,55800,8854,7894000,5799377,  Current_timestamp  ,  system5256, current_timestamp  ,  147hc724, SAP10527T ,  57SAN678
17894565444,478946468,7879190,78944596303,105953,158545,457819000678, qydt1403,6355078, Current_timestamp  ,  2022-03-14 ,480000,55800,8854,7894000,5799378,  Current_timestamp  ,  system5257, current_timestamp  ,  147hc725, SAP10527T ,  57SAN679
17894565445,478946469,7879191,78944596304,105954,158546,457819000679, qydt1404,6355078, Current_timestamp  ,  2022-03-14 ,480000,55800,8854,7894000,5799379,  Current_timestamp  ,  system5258, current_timestamp  ,  147hc726, SAP10527T ,  57SAN680
17894565446,478946470,7879192,78944596305,105955,158547,457819000680, qydt1405,6355078, Current_timestamp  ,  2022-03-14 ,480000,55800,8854,7894000,5799380,  Current_timestamp  ,  system5259, current_timestamp  ,  147hc727, SAP10527T ,  57SAN681
17894565447,478946471,7879193,78944596306,105956,158548,457819000681, qydt1406,6355078, Current_timestamp  ,  2022-03-14 ,480000,55800,8854,7894000,5799381,  Current_timestamp  ,  system5260, current_timestamp  ,  147hc728, SAP10527T ,  57SAN682
17894565448,478946472,7879194,78944596307,105957,158549,457819000682, qydt1407,6355078, Current_timestamp  ,  2022-03-14 ,480000,55800,8854,7894000,5799382,  Current_timestamp  ,  system5261, current_timestamp  ,  147hc729, SAP10527T ,  57SAN683
17894565449,478946473,7879195,78944596308,105958,158550,457819000683, qydt1408,6355078, Current_timestamp  ,  2022-03-14 ,480000,55800,8854,7894000,5799383,  Current_timestamp  ,  system5262, current_timestamp  ,  147hc730, SAP10527T ,  57SAN684
17894565450,478946474,7879196,78944596309,105959,158551,457819000684, qydt1409,6355078, Current_timestamp  ,  2022-03-14 ,480000,55800,8854,7894000,5799384,  Current_timestamp  ,  system5263, current_timestamp  ,  147hc731, SAP10527T ,  57SAN685
17894565451,478946475,7879197,78944596310,105960,158552,457819000685, qydt1410,6355078, Current_timestamp  ,  2022-03-14 ,480000,55800,8854,7894000,5799385,  Current_timestamp  ,  system5264, current_timestamp  ,  147hc732, SAP10527T ,  57SAN686
17894565452,478946476,7879198,78944596311,105961,158553,457819000686, qydt1411,6355078, Current_timestamp  ,  2022-03-14 ,480000,55800,8854,7894000,5799386,  Current_timestamp  ,  system5265, current_timestamp  ,  147hc733, SAP10527T ,  57SAN687
17894565453,478946477,7879199,78944596312,105962,158554,457819000687, qydt1412,6355078, Current_timestamp  ,  2022-03-14 ,480000,55800,8854,7894000,5799387,  Current_timestamp  ,  system5266, current_timestamp  ,  147hc734, SAP10527T ,  57SAN688
17894565454,478946478,7879200,78944596313,105963,158555,457819000688, qydt1413,6355078, Current_timestamp  ,  2022-03-14 ,480000,55800,8854,7894000,5799388,  Current_timestamp  ,  system5267, current_timestamp  ,  147hc735, SAP10527T ,  57SAN689
17894565455,478946479,7879201,78944596314,105964,158556,457819000689, qydt1414,6355078, Current_timestamp  ,  2022-03-14 ,480000,55800,8854,7894000,5799389,  Current_timestamp  ,  system5268, current_timestamp  ,  147hc736, SAP10527T ,  57SAN690
17894565456,478946480,7879202,78944596315,105965,158557,457819000690, qydt1415,6355078, Current_timestamp  ,  2022-03-14 ,480000,55800,8854,7894000,5799390,  Current_timestamp  ,  system5269, current_timestamp  ,  147hc737, SAP10527T ,  57SAN691
17894565457,478946481,7879203,78944596316,105966,158558,457819000691, qydt1416,6355078, Current_timestamp  ,  2022-03-14 ,480000,55800,8854,7894000,5799391,  Current_timestamp  ,  system5270, current_timestamp  ,  147hc738, SAP10527T ,  57SAN692
17894565458,478946482,7879204,78944596317,105967,158559,457819000692, qydt1417,6355078, Current_timestamp  ,  2022-03-14 ,480000,55800,8854,7894000,5799392,  Current_timestamp  ,  system5271, current_timestamp  ,  147hc739, SAP10527T ,  57SAN693
17894565459,478946483,7879205,78944596318,105968,158560,457819000693, qydt1418,6355078, Current_timestamp  ,  2022-03-14 ,480000,55800,8854,7894000,5799393,  Current_timestamp  ,  system5272, current_timestamp  ,  147hc740, SAP10527T ,  57SAN694
17894565460,478946484,7879206,78944596319,105969,158561,457819000694, qydt1419,6355078, Current_timestamp  ,  2022-03-14 ,480000,55800,8854,7894000,5799394,  Current_timestamp  ,  system5273, current_timestamp  ,  147hc741, SAP10527T ,  57SAN695
17894565461,478946485,7879207,78944596320,105970,158562,457819000695, qydt1420,6355078, Current_timestamp  ,  2022-03-14 ,480000,55800,8854,7894000,5799395,  Current_timestamp  ,  system5274, current_timestamp  ,  147hc742, SAP10527T ,  57SAN696
17894565462,478946486,7879208,78944596321,105971,158563,457819000696, qydt1421,6355078, Current_timestamp  ,  2022-03-14 ,480000,55800,8854,7894000,5799396,  Current_timestamp  ,  system5275, current_timestamp  ,  147hc743, SAP10527T ,  57SAN697
17894565463,478946487,7879209,78944596322,105972,158564,457819000697, qydt1422,6355078, Current_timestamp  ,  2022-03-14 ,480000,55800,8854,7894000,5799397,  Current_timestamp  ,  system5276, current_timestamp  ,  147hc744, SAP10527T ,  57SAN698
